68	4.742219730101274e-09
69	4.720464628771475e-09
70	4.698561404834917e-09
71	4.676515544278906e-09
72	4.6543325039742264e-09
73	4.632017709285977e-09
74	4.609576551757083e-09
75	4.587014386865219e-09
76	4.56433653185374e-09
77	4.541548263637148e-09
78	4.518654816781398e-09
79	4.495661381559379e-09
80	4.472573102081681e-09
81	4.449395074502706e-09
82	4.426132345302062e-09
83	4.402789909641104e-09
84	4.379372709794339e-09
85	4.3558856336553745e-09
86	4.332333513316982e-09
87	4.308721123724728e-09
88	4.2850531814036104e-09
89	4.261334343256995e-09
90	4.237569205437111e-09
91	4.213762302286283e-09
92	4.189918105348025e-09
93	4.166041022447009e-09
94	4.142135396836945e-09
95	4.118205506415266e-09
96	4.094255563003523e-09
97	4.070289711692343e-09
98	4.0463120302496745e-09
99	4.02232652859116e-09
100	3.998337148311273e-09
101	3.974347762273938e-09
102	3.950362174261271e-09
103	3.926384118679064e-09
104	3.902417260317592e-09
105	3.878465194166356e-09
106	3.854531445281274e-09
107	3.830619468702894e-09
108	3.806732649424154e-09
109	3.782874302406187e-09
110	3.759047672640724e-09
111	3.735255935257554e-09
112	3.711502195675604e-09
113	3.6877894897960914e-09
114	3.6641207842363035e-09
115	3.6404989766024884e-09
116	3.616926895800403e-09
117	3.5934073023820133e-09
118	3.569942888926941e-09
119	3.546536280457147e-09
120	3.523190034883482e-09
121	3.499906643482623e-09
122	3.476688531403055e-09
123	3.4535380581986696e-09
124	3.4304575183886405e-09
125	3.4074491420422355e-09
126	3.3845150953872214e-09
127	3.361657481440599e-09
128	3.338878340660353e-09
129	3.316179651617009e-09
130	3.2935633316837357e-09
131	3.271031237743817e-09
132	3.248585166914311e-09
133	3.226226857284753e-09
134	3.2039579886697808e-09
135	3.181780183374599e-09
136	3.159695006972206e-09
137	3.1377039690913675e-09
138	3.1158085242143072e-09
139	3.094010072483165e-09
140	3.0723099605142416e-09
141	3.0507094822191373e-09
142	3.0292098796318806e-09
143	3.0078123437411777e-09
144	2.9865180153269672e-09
145	2.9653279858004446e-09
146	2.944243298046813e-09
147	2.9232649472699822e-09
148	2.9023938818385e-09
149	2.881631004132039e-09
150	2.860977171387733e-09
151	2.8404331965457675e-09
152	2.8199998490935657e-09
153	2.7996778559080123e-09
154	2.7794679020951326e-09
155	2.7593706318266984e-09
156	2.7393866491732427e-09
157	2.7195165189329886e-09
158	2.6997607674562373e-09
159	2.680119883464762e-09
160	2.660594318865791e-09
161	2.6411844895601836e-09
162	2.6218907762444123e-09
163	2.60271352520602e-09
164	2.583653049112181e-09
165	2.5647096277910834e-09
166	2.545883509005826e-09
167	2.527174909220538e-09
168	2.5085840143585e-09
169	2.4901109805519834e-09
170	2.4717559348836144e-09
171	2.4535189761190535e-09
172	2.435400175430788e-09
173	2.4173995771128755e-09
174	2.3995171992864777e-09
175	2.381753034596032e-09
176	2.364107050895947e-09
177	2.3465791919276943e-09
178	2.329169377987191e-09
179	2.311877506582402e-09
180	2.2947034530810573e-09
181	2.2776470713484416e-09
182	2.260708194375184e-09
183	2.2438866348950235e-09
184	2.2271821859924967e-09
185	2.2105946217005305e-09
186	2.194123697587937e-09
187	2.177769151336785e-09
188	2.161530703309676e-09
189	2.145408057106914e-09
190	2.1294009001135984e-09
191	2.113508904036675e-09
192	2.097731725431958e-09
193	2.0820690062211986e-09
194	2.0665203741992016e-09
195	2.051085443531086e-09
196	2.035763815239727e-09
197	2.020555077683443e-09
198	2.005458807024008e-09
199	1.9904745676850543e-09
200	1.9756019128009503e-09
201	1.9608403846562316e-09
202	1.946189515115675e-09
203	1.9316488260451076e-09
204	1.9172178297230427e-09
205	1.9028960292432336e-09
206	1.88868291890826e-09
207	1.874577984614234e-09
208	1.8605807042267424e-09
209	1.8466905479481187e-09
210	1.832906978676179e-09
211	1.819229452354501e-09
212	1.8056574183143805e-09
213	1.7921903196085758e-09
214	1.7788275933369524e-09
215	1.7655686709641404e-09
216	1.7524129786293367e-09
217	1.73935993744835e-09
218	1.7264089638080295e-09
219	1.7135594696531732e-09
220	1.700810862766061e-09
221	1.6881625470387106e-09
222	1.6756139227379884e-09
223	1.663164386763697e-09
224	1.6508133328997474e-09
225	1.6385601520585509e-09
226	1.6264042325187444e-09
227	1.614344960156361e-09
228	1.6023817186695753e-09
229	1.590513889797143e-09
230	1.5787408535306394e-09
231	1.5670619883206262e-09
232	1.5554766712768616e-09
233	1.543984278362658e-09
234	1.5325841845835216e-09
235	1.5212757641701689e-09
236	1.5100583907560422e-09
237	1.4989314375494337e-09
238	1.4878942775003309e-09
239	1.4769462834620885e-09
240	1.4660868283480386e-09
241	1.4553152852831467e-09
242	1.444631027750815e-09
243	1.434033429734943e-09
244	1.4235218658573433e-09
245	1.413095711510625e-09
246	1.4027543429866241e-09
247	1.3924971376005134e-09
248	1.3823234738106515e-09
249	1.3722327313342997e-09
250	1.3622242912592852e-09
251	1.352297536151705e-09
252	1.342451850159771e-09
253	1.3326866191138823e-09
254	1.3230012306230093e-09
255	1.3133950741674877e-09
256	1.3038675411883039e-09
257	1.2944180251729535e-09
258	1.2850459217379681e-09
259	1.2757506287081767e-09
260	1.2665315461927973e-09
261	1.2573880766584303e-09
262	1.248319624999037e-09
263	1.2393255986029692e-09
264	1.2304054074171415e-09
265	1.2215584640084095e-09
266	1.212784183622221e-09
267	1.2040819842386337e-09
268	1.19545128662574e-09
269	1.1868915143905913e-09
270	1.1784020940276735e-09
271	1.1699824549650127e-09
272	1.1616320296079625e-09
273	1.1533502533807414e-09
274	1.1451365647657908e-09
275	1.1369904053409966e-09
276	1.1289112198148493e-09
277	1.1208984560595943e-09
278	1.1129515651424291e-09
279	1.1050700013548027e-09
280	1.097253222239875e-09
281	1.089500688618188e-09
282	1.0818118646115956e-09
283	1.0741862176655159e-09
284	1.0666232185695388e-09
285	1.059122341476454e-09
286	1.0516830639197341e-09
287	1.044304866829529e-09
288	1.0369872345472112e-09
289	1.0297296548385188e-09
290	1.0225316189053375e-09
291	1.0153926213961697e-09
292	1.0083121604153234e-09
293	1.0012897375308692e-09
294	9.943248577814024e-10
295	9.87417029681644e-10
296	9.805657652269262e-10
297	9.73770579896597e-10
298	9.670309926563695e-10
299	9.603465259596704e-10
